school,conference,season,player,avg,gp,ab,r,h,2b,3b,hr,rbi,bb,so,sb,obp,slg
Bowdoin College,NESCAC,2025,"Chessie, Jeremiah",0.111,15-4,9,1,1,0,0,0,2,2,2,0-0,0.273,0.111
Bowdoin College,NESCAC,2025,"O'Brien, Christian",0.1,9-1,10,2,1,0,0,0,2,1,4,0-0,0.182,0.1
Bowdoin College,NESCAC,2024,"Tsai, Lukas",0.443,27-22,79,17,35,9,0,1,15,4,10,1-1,0.5,0.595
Bowdoin College,NESCAC,2024,"Murray, Kevin",0.333,34-32,117,30,39,9,0,6,27,19,21,7-7,0.433,0.564
Bowdoin College,NESCAC,2024,"Dirks, Chris",0.287,29-27,94,27,27,8,3,1,15,11,18,4-6,0.409,0.468
Bowdoin College,NESCAC,2024,"Foley, Liam",0.286,33-30,105,22,30,3,0,0,16,8,17,6-10,0.377,0.314
Bowdoin College,NESCAC,2024,"McKenzie, Ben",0.28,33-32,118,32,33,3,1,4,23,17,29,5-6,0.39,0.424
Bowdoin College,NESCAC,2024,"Brito-Trinidad, CJ",0.28,30-27,93,15,26,6,2,1,15,13,13,3-5,0.384,0.419
Bowdoin College,NESCAC,2024,"Siegel, Reuben",0.266,30-27,94,10,25,1,0,1,22,9,25,9-9,0.333,0.309
Bowdoin College,NESCAC,2024,"Aufiero, Chris",0.5,6-0,8,1,4,0,0,0,3,1,2,0-0,0.556,0.5
Bowdoin College,NESCAC,2024,"Bibeau, Henry",0.37,12-8,27,8,10,3,1,1,9,3,8,0-0,0.419,0.667
Bowdoin College,NESCAC,2024,"Thompson, Cal",0.264,25-19,53,14,14,3,1,0,13,7,15,11-11,0.412,0.358
Bowdoin College,NESCAC,2024,"Chessie, Luke",0.257,26-22,70,13,18,3,1,2,19,10,12,1-1,0.365,0.414
Bowdoin College,NESCAC,2024,"McNamara, Richie",0.25,13-1,16,3,4,1,0,0,1,1,2,0-0,0.294,0.313
Bowdoin College,NESCAC,2024,"Carey, Aidan",0.241,26-16,54,13,13,4,0,0,9,10,12,1-4,0.397,0.315
Bowdoin College,NESCAC,2024,"Simoes, Stephen",0.241,8-7,29,6,7,1,0,2,9,2,1,3-3,0.281,0.483
Bowdoin College,NESCAC,2024,"Collins, Grant",0.2,13-1,10,1,2,0,0,0,1,1,4,0-0,0.333,0.2
Bowdoin College,NESCAC,2024,"O'Brien, Christian",0.19,12-6,21,3,4,0,0,1,5,6,10,0-0,0.357,0.333
Bowdoin College,NESCAC,2024,"Bordes, Will",0.176,23-15,51,12,9,1,0,0,7,9,15,2-2,0.306,0.196
Bowdoin College,NESCAC,2024,"Peckler, Gabe",0.135,18-11,37,6,5,2,0,0,6,3,8,1-1,0.273,0.189
Bowdoin College,NESCAC,2024,"Moynihan, Mike",0.063,15-4,16,3,1,0,0,0,2,6,8,0-0,0.304,0.063
Bowdoin College,NESCAC,2024,"Sacerdote, Sam",0.0,15-3,2,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Bowdoin College,NESCAC,2023,"Murray, Kevin",0.407,29-29,108,26,44,8,0,7,30,9,16,2-3,0.455,0.676
Bowdoin College,NESCAC,2023,"Simoes, Stephen",0.313,30-30,112,24,35,5,0,4,15,13,9,4-4,0.395,0.464
Bowdoin College,NESCAC,2023,"McKenzie, Ben",0.311,29-29,106,25,33,3,0,4,11,16,20,5-6,0.417,0.453
Bowdoin College,NESCAC,2023,"Brito-Trinidad, CJ",0.306,31-30,111,23,34,5,1,2,19,12,11,2-5,0.384,0.423
Bowdoin College,NESCAC,2023,"Peckler, Gabe",0.295,26-25,88,16,26,6,3,4,15,7,16,1-1,0.357,0.568
Bowdoin College,NESCAC,2023,"Chessie, Luke",0.262,32-31,103,16,27,9,0,3,19,4,17,1-3,0.3,0.437
Bowdoin College,NESCAC,2023,"Merrill, Nick",0.262,27-19,61,9,16,4,0,1,11,7,24,2-2,0.375,0.377
Bowdoin College,NESCAC,2023,"Foley, Liam",0.25,32-31,108,16,27,5,2,1,23,10,14,3-4,0.333,0.361
Bowdoin College,NESCAC,2023,"Dirks, Chris",0.442,17-13,43,7,19,5,1,0,3,5,12,1-3,0.547,0.605
Bowdoin College,NESCAC,2023,"Tsai, Lukas",0.348,23-20,69,11,24,5,0,0,8,3,11,2-2,0.438,0.42
Bowdoin College,NESCAC,2023,"O'Brien, Christian",0.313,10-3,16,4,5,2,0,0,3,2,8,0-0,0.389,0.438
Bowdoin College,NESCAC,2023,"Carey, Aidan",0.3,11-4,20,7,6,2,0,0,4,6,6,1-1,0.462,0.4
Bowdoin College,NESCAC,2023,"Bordes, Will",0.286,13-8,28,8,8,3,0,0,2,4,7,2-3,0.394,0.393
Bowdoin College,NESCAC,2023,"Moynihan, Mike",0.278,18-4,18,6,5,1,1,0,4,7,10,1-1,0.5,0.444
Bowdoin College,NESCAC,2023,"McNamara, Richie",0.233,13-6,30,3,7,1,1,0,12,2,7,0-0,0.303,0.333
Bowdoin College,NESCAC,2023,"Aufiero, Chris",0.2,12-6,20,6,4,1,0,1,5,5,6,3-4,0.385,0.4
Bowdoin College,NESCAC,2023,"Collins, Grant",0.182,19-2,11,6,2,0,0,0,3,4,4,1-1,0.438,0.182
Bowdoin College,NESCAC,2023,"Borden, Zac",0.167,8-0,6,1,1,0,0,0,0,2,3,1-1,0.375,0.167
Bowdoin College,NESCAC,2023,"Locke, Dylan",0.143,11-5,21,5,3,0,0,0,3,3,5,1-1,0.25,0.143
Bowdoin College,NESCAC,2023,"Olcott, Jack",0.138,17-8,29,4,4,1,0,0,1,1,4,1-2,0.219,0.172
Bowdoin College,NESCAC,2023,"Pearl, Bobby",0.071,6-6,14,0,1,0,0,0,1,0,10,0-0,0.071,0.071
Bowdoin College,NESCAC,2023,"Saavedra, Alex",0.0,9-2,0,0,0,0,0,0,0,1,0,0-0,1.0,0.0
Bowdoin College,NESCAC,2022,"Brito-Trinidad, CJ",0.383,33-30,120,28,46,7,1,5,31,17,19,4-5,0.465,0.583
Bowdoin College,NESCAC,2022,"Cann, Gavin",0.326,29-25,95,14,31,8,1,1,21,8,15,8-9,0.402,0.463
Bowdoin College,NESCAC,2022,"McKenzie, Ben",0.313,34-33,131,34,41,9,3,5,21,18,30,6-7,0.406,0.542
Bowdoin College,NESCAC,2022,"Pearl, Bobby",0.301,28-26,93,14,28,5,0,1,15,9,25,1-3,0.359,0.387
Bowdoin College,NESCAC,2022,"Chessie, Luke",0.263,30-29,95,22,25,5,0,4,21,9,16,3-4,0.366,0.442
Bowdoin College,NESCAC,2022,"Murray, Kevin",0.233,33-32,116,18,27,4,1,2,11,11,18,1-1,0.31,0.336
Bowdoin College,NESCAC,2022,"Peckler, Gabe",0.226,27-25,93,15,21,3,0,3,19,4,17,4-5,0.301,0.355
Bowdoin College,NESCAC,2022,"Simoes, Stephen",0.412,24-23,85,22,35,6,2,1,16,8,12,9-10,0.5,0.565
Bowdoin College,NESCAC,2022,"Sarmanian, Robbie",0.338,26-24,80,16,27,6,1,1,16,10,20,2-2,0.432,0.475
Bowdoin College,NESCAC,2022,"Collins, Grant",0.286,18-2,14,2,4,1,0,0,1,2,3,1-1,0.412,0.357
Bowdoin College,NESCAC,2022,"O'Brien, Christian",0.265,16-9,34,9,9,5,0,0,3,6,11,0-0,0.39,0.412
Bowdoin College,NESCAC,2022,"Olcott, Jack",0.259,23-6,27,4,7,0,0,0,4,1,3,1-3,0.333,0.259
Bowdoin College,NESCAC,2022,"Dirks, Chris",0.25,9-3,20,2,5,1,1,0,1,0,7,0-0,0.238,0.4
Bowdoin College,NESCAC,2022,"Moynihan, Mike",0.25,8-1,8,3,2,0,0,0,1,5,3,0-0,0.5,0.25
Bowdoin College,NESCAC,2022,"McNamara, Richie",0.224,25-16,58,7,13,4,0,0,9,3,13,1-2,0.294,0.293
Bowdoin College,NESCAC,2022,"Carey, Aidan",0.217,13-4,23,2,5,2,0,1,4,2,10,1-1,0.308,0.435
Bowdoin College,NESCAC,2022,"Merrill, Nick",0.19,24-20,63,11,12,3,0,4,10,8,23,0-1,0.311,0.429
Bowdoin College,NESCAC,2022,"Borden, Zac",0.0,5-0,4,2,0,0,0,0,0,0,3,0-0,0.0,0.0
Colby College,NESCAC,2026,"Shrake, Patrick",0.386,35-34,132,28,51,8,1,0,18,9,8,13-14,0.431,0.462
Colby College,NESCAC,2026,"Silva, Tony",0.317,35-34,120,19,38,9,0,2,27,19,19,2-2,0.428,0.442
Colby College,NESCAC,2026,"Gythfeldt, Myles",0.315,35-34,130,24,41,6,2,0,16,20,17,11-12,0.401,0.392
Colby College,NESCAC,2026,"Burkhart, Jeb",0.276,31-29,105,14,29,6,0,5,28,6,18,0-0,0.345,0.476
Colby College,NESCAC,2026,"Burns, Will",0.274,35-34,117,25,32,6,0,4,22,19,19,3-3,0.397,0.427
Colby College,NESCAC,2026,"Silva, Henry",0.245,35-34,102,19,25,3,0,3,18,14,21,2-2,0.355,0.363
Colby College,NESCAC,2026,"Aubuchon, Corey",0.244,34-28,86,18,21,4,0,1,16,22,25,7-10,0.397,0.326
Colby College,NESCAC,2026,"Oo, Myles",0.372,15-13,43,11,16,5,0,0,9,8,8,4-5,0.453,0.488
Colby College,NESCAC,2026,"Carriles-Alvarado, Luca",0.3,9-5,20,4,6,0,0,0,2,1,5,0-0,0.333,0.3
Colby College,NESCAC,2026,"Nigro, Sam",0.286,8-2,7,0,2,0,0,0,1,1,0,0-0,0.444,0.286
Colby College,NESCAC,2026,"Diamond, Max",0.259,16-6,27,1,7,1,0,1,4,4,6,0-0,0.375,0.407
Colby College,NESCAC,2026,"Parker, David",0.25,2-1,4,0,1,0,0,0,0,0,0,0-0,0.25,0.25
Colby College,NESCAC,2026,"Shea-Gallagher, Liam",0.239,17-15,46,6,11,2,0,0,5,4,14,4-5,0.3,0.283
Colby College,NESCAC,2026,"Cullinane, Duncan",0.234,21-15,47,9,11,2,0,1,5,7,12,2-2,0.368,0.34
Colby College,NESCAC,2026,"Zirpolo, Marco",0.227,25-18,66,8,15,1,2,0,6,7,13,0-0,0.32,0.303
Colby College,NESCAC,2026,"Frame, Carson",0.143,11-0,7,0,1,0,0,0,0,0,2,0-0,0.143,0.143
Colby College,NESCAC,2026,"Lynch-Kahn, Ellis",0.091,13-3,11,4,1,0,0,0,0,1,2,1-1,0.231,0.091
Colby College,NESCAC,2026,"Capps, Brady",0.0,4-1,4,0,0,0,0,0,0,0,2,0-0,0.2,0.0
Colby College,NESCAC,2026,"Lightsey, Braden",0.0,3-0,2,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Colby College,NESCAC,2026,"Nichols, Billy",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Colby College,NESCAC,2026,"Mahoney, Matt",0.0,12-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Colby College,NESCAC,2026,"Whitney, Luke",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Colby College,NESCAC,2026,"Schaffer, Beau",0.0,2-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Colby College,NESCAC,2025,"Gythfeldt, Myles",0.408,37-37,130,28,53,7,1,0,32,18,11,13-14,0.48,0.477
Colby College,NESCAC,2025,"Flippo, Clint",0.347,33-33,124,27,43,7,0,0,11,10,12,2-2,0.418,0.403
Colby College,NESCAC,2025,"Silva, Tony",0.321,37-37,131,22,42,11,0,2,25,17,11,2-2,0.408,0.45
Colby College,NESCAC,2025,"Grace, Ryan",0.32,29-29,100,25,32,8,2,6,27,19,17,1-1,0.456,0.62
Colby College,NESCAC,2025,"Aubuchon, Corey",0.289,37-32,114,21,33,5,2,2,22,22,39,7-9,0.418,0.421
Colby College,NESCAC,2025,"Silva, Henry",0.273,32-27,88,11,24,3,0,0,18,10,12,3-3,0.365,0.307
Colby College,NESCAC,2025,"Zirpolo, Marco",0.272,33-28,92,18,25,3,2,1,9,3,18,6-7,0.346,0.38
Colby College,NESCAC,2025,"Shrake, Patrick",0.248,31-30,113,27,28,0,2,0,9,13,8,12-13,0.333,0.283
Colby College,NESCAC,2025,"Carriles-Alvarado, Luca",0.429,9-2,14,5,6,0,0,0,3,1,0,0-0,0.467,0.429
Colby College,NESCAC,2025,"Shea-Gallagher, Liam",0.429,15-0,7,6,3,0,0,0,2,1,2,1-1,0.6,0.429
Colby College,NESCAC,2025,"Croteau, Ben",0.364,20-9,44,7,16,5,0,1,14,5,15,1-1,0.44,0.545
Colby College,NESCAC,2025,"Oo, Myles",0.273,4-4,11,1,3,0,0,0,3,2,0,1-1,0.357,0.273
Colby College,NESCAC,2025,"Hillenberg, Ethan",0.27,25-23,74,9,20,4,1,0,14,10,8,2-3,0.348,0.351
Colby College,NESCAC,2025,"Cullinane, Duncan",0.257,22-19,70,19,18,5,0,2,18,9,15,3-3,0.357,0.414
Colby College,NESCAC,2025,"Nigro, Sam",0.241,13-7,29,9,7,0,1,0,2,5,1,2-2,0.371,0.31
Colby College,NESCAC,2025,"Diamond, Max",0.235,15-8,34,7,8,0,0,1,7,2,11,3-3,0.316,0.324
Colby College,NESCAC,2025,"Aoki, Kai",0.167,10-6,18,0,3,2,0,0,4,3,2,0-1,0.318,0.278
Colby College,NESCAC,2025,"List, Mason",0.167,4-0,6,0,1,0,0,0,0,1,2,0-0,0.286,0.167
Colby College,NESCAC,2025,"Mahoney, Matt",0.0,12-5,8,3,0,0,0,0,0,3,4,0-0,0.273,0.0
Colby College,NESCAC,2025,"Nichols, Billy",0.0,2-0,3,0,0,0,0,0,0,1,0,0-0,0.25,0.0
Colby College,NESCAC,2025,"Carr, Miles",0.0,3-0,2,1,0,0,0,0,0,0,2,0-0,0.0,0.0
Colby College,NESCAC,2025,"Armstrong, Lachlan",0.0,4-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Colby College,NESCAC,2024,"Palmeri, Cole",0.416,32-32,113,41,47,15,2,11,38,24,15,8-8,0.521,0.876
Colby College,NESCAC,2024,"Shrake, Patrick",0.387,41-40,142,34,55,3,2,0,27,13,13,7-9,0.446,0.437
Colby College,NESCAC,2024,"Forrester, Marcus",0.352,41-41,165,48,58,14,1,4,26,22,21,17-19,0.447,0.521
Colby College,NESCAC,2024,"O'Brien, Brady",0.336,38-38,134,35,45,18,1,2,31,30,21,5-6,0.459,0.53
Colby College,NESCAC,2024,"Reichman, Noah",0.33,32-27,97,24,32,10,0,6,37,9,25,1-1,0.419,0.619
Colby College,NESCAC,2024,"Flippo, Clint",0.328,40-40,134,34,44,5,0,0,24,14,17,7-8,0.419,0.366
Colby College,NESCAC,2024,"Grace, Ryan",0.297,41-41,165,43,49,15,0,4,43,21,22,1-1,0.398,0.461
Colby College,NESCAC,2024,"McConnell, Patrick",0.261,38-37,134,20,35,6,0,0,15,12,32,6-9,0.329,0.306
Colby College,NESCAC,2024,"Dorsey, Jack",0.4,6-1,5,0,2,1,0,0,1,0,1,0-0,0.333,0.6
Colby College,NESCAC,2024,"Tully, Cole",0.375,13-1,16,5,6,1,0,0,5,3,3,2-2,0.474,0.438
Colby College,NESCAC,2024,"Silva, Tony",0.304,25-17,56,8,17,4,0,2,11,5,6,0-0,0.379,0.482
Colby College,NESCAC,2024,"Aoki, Kai",0.3,9-1,10,0,3,1,0,0,2,0,1,0-0,0.273,0.4
Colby College,NESCAC,2024,"LeClair, Genki",0.293,30-26,82,16,24,6,0,1,25,21,18,2-6,0.434,0.402
Colby College,NESCAC,2024,"Hillenberg, Ethan",0.268,27-23,82,17,22,4,1,2,15,13,23,2-2,0.365,0.415
Colby College,NESCAC,2024,"Frame, Carson",0.238,27-1,21,11,5,0,2,0,6,1,9,3-3,0.36,0.429
Colby College,NESCAC,2024,"Cullinane, Duncan",0.0,6-2,6,1,0,0,0,0,1,3,2,0-0,0.333,0.0
Colby College,NESCAC,2024,"Croteau, Ben",0.0,4-0,5,0,0,0,0,0,1,0,1,0-0,0.0,0.0
Colby College,NESCAC,2024,"Oo, Myles",0.0,8-1,5,0,0,0,0,0,0,1,2,0-0,0.167,0.0
Colby College,NESCAC,2024,"Zirpolo, Marco",0.0,11-0,3,1,0,0,0,0,0,1,3,1-1,0.25,0.0
Colby College,NESCAC,2023,"Grace, Ryan",0.35,37-37,143,33,50,14,0,4,33,11,31,4-4,0.408,0.531
Colby College,NESCAC,2023,"Forrester, Marcus",0.325,36-36,126,27,41,13,1,2,22,14,21,12-14,0.404,0.492
Colby College,NESCAC,2023,"Palmeri, Cole",0.313,35-35,131,34,41,12,0,8,32,15,23,6-6,0.384,0.588
Colby College,NESCAC,2023,"Flippo, Clint",0.284,35-35,141,35,40,11,3,3,27,14,24,8-11,0.363,0.468
Colby College,NESCAC,2023,"O'Brien, Brady",0.274,37-37,135,37,37,10,0,7,35,25,19,13-14,0.383,0.504
Colby College,NESCAC,2023,"Furlong, Charlie",0.273,29-28,88,23,24,7,1,1,18,8,11,2-3,0.369,0.409
Colby College,NESCAC,2023,"McConnell, Patrick",0.241,37-37,133,24,32,6,2,1,20,8,32,12-14,0.293,0.338
Colby College,NESCAC,2023,"Croteau, Ben",1.0,1-0,1,0,1,1,0,0,1,0,0,0-0,1.0,2.0
Colby College,NESCAC,2023,"Tully, Cole",0.6,8-0,5,4,3,0,0,0,1,0,1,0-0,0.6,0.6
Colby College,NESCAC,2023,"Dorsey, Jack",0.5,5-0,2,1,1,0,0,0,1,0,0,0-1,0.5,0.5
Colby College,NESCAC,2023,"LeClair, Genki",0.412,17-9,34,12,14,2,0,0,10,5,5,0-2,0.512,0.471
Colby College,NESCAC,2023,"Villamil, Pepe",0.4,6-0,5,1,2,0,0,0,2,0,0,0-0,0.4,0.4
Colby College,NESCAC,2023,"Panker, Matthew",0.293,27-24,82,16,24,3,1,0,15,10,18,7-8,0.388,0.354
Colby College,NESCAC,2023,"Miller, Drew",0.276,23-21,58,8,16,3,1,0,12,9,13,1-2,0.386,0.362
Colby College,NESCAC,2023,"Reichman, Noah",0.267,8-4,15,3,4,1,0,0,2,1,3,0-0,0.421,0.333
Colby College,NESCAC,2023,"Hillenberg, Ethan",0.263,19-18,57,14,15,5,1,1,18,8,14,3-4,0.389,0.439
Colby College,NESCAC,2023,"Jung, Caleb",0.263,19-11,38,9,10,4,0,1,9,4,10,2-2,0.429,0.447
Colby College,NESCAC,2023,"Suarez, Henry",0.0,11-1,12,1,0,0,0,0,3,0,2,0-0,0.0,0.0
Colby College,NESCAC,2023,"Silva, Tony",0.0,3-0,3,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Colby College,NESCAC,2022,"O'Brien, Brady",0.376,34-34,125,40,47,13,1,5,36,27,21,11-12,0.506,0.616
Colby College,NESCAC,2022,"Flippo, Clint",0.346,30-30,107,25,37,8,0,1,26,14,19,14-15,0.421,0.449
Colby College,NESCAC,2022,"Furlong, Charlie",0.312,34-32,125,24,39,7,1,3,28,11,24,4-7,0.369,0.456
Colby College,NESCAC,2022,"Palmeri, Cole",0.302,36-35,126,28,38,4,0,9,44,20,13,9-9,0.409,0.548
Colby College,NESCAC,2022,"McConnell, Patrick",0.3,28-27,100,18,30,6,0,0,22,7,18,6-10,0.355,0.36
Colby College,NESCAC,2022,"Forrester, Marcus",0.299,34-34,134,41,40,5,0,2,19,15,27,10-14,0.399,0.381
Colby College,NESCAC,2022,"LeClair, Genki",0.293,31-30,92,17,27,7,3,0,19,4,21,4-6,0.377,0.435
Colby College,NESCAC,2022,"Miller, Drew",0.291,32-31,103,28,30,6,1,3,15,9,24,7-7,0.377,0.456
Colby College,NESCAC,2022,"Panker, Matthew",0.455,30-7,44,11,20,2,2,0,7,2,9,6-7,0.51,0.591
Colby College,NESCAC,2022,"Maher, Cabot",0.38,25-25,92,26,35,8,0,4,27,12,19,4-4,0.491,0.598
Colby College,NESCAC,2022,"Jung, Caleb",0.281,14-9,32,9,9,3,0,0,2,3,9,3-3,0.395,0.375
Colby College,NESCAC,2022,"Hillenberg, Ethan",0.254,24-17,59,13,15,2,0,0,8,13,16,3-5,0.4,0.288
Colby College,NESCAC,2022,"Suarez, Henry",0.222,16-1,9,6,2,0,0,0,1,1,3,0-0,0.273,0.222
Colby College,NESCAC,2022,"Dorsey, Jack",0.214,10-3,14,3,3,0,0,0,1,3,4,0-0,0.353,0.214
Colby College,NESCAC,2022,"Nastri, Dylan",0.163,24-13,49,4,8,0,1,2,12,4,18,0-1,0.305,0.327
Colby College,NESCAC,2022,"Roloff, Jackson",0.143,9-2,14,2,2,2,0,0,4,1,7,0-0,0.2,0.286
Colby College,NESCAC,2022,"Reichman, Noah",0.13,23-3,23,2,3,0,0,0,2,5,15,0-0,0.375,0.13
Colby College,NESCAC,2022,"Villamil, Pepe",0.125,10-0,8,0,1,0,0,0,0,0,3,0-0,0.222,0.125
Colby College,NESCAC,2022,"Croteau, Ben",0.0,5-0,5,0,0,0,0,0,0,0,4,0-0,0.0,0.0
Colby College,NESCAC,2022,"Tully, Cole",0.0,5-0,2,2,0,0,0,0,0,0,1,1-1,0.0,0.0
Hamilton College,NESCAC,2026,"Herman, Lucas",0.367,32-31,109,22,40,13,1,2,27,14,18,0-0,0.454,0.56
Hamilton College,NESCAC,2026,"DiCerbo, Gianni",0.351,31-28,94,24,33,7,2,2,21,20,20,3-4,0.484,0.532
Hamilton College,NESCAC,2026,"Tallarida, Michael",0.32,25-25,97,24,31,9,1,2,24,11,23,5-7,0.395,0.495
Hamilton College,NESCAC,2026,"Righter, Ethan",0.289,30-25,90,19,26,4,1,0,15,7,13,7-8,0.337,0.356
Hamilton College,NESCAC,2026,"Raichur, Satish",0.284,32-27,95,10,27,4,0,1,12,11,9,0-2,0.37,0.358
Hamilton College,NESCAC,2026,"Palumbo, Anthony",0.281,26-17,57,6,16,7,0,1,13,7,18,1-1,0.354,0.456
Hamilton College,NESCAC,2026,"Rada, Alfonso",0.252,31-31,103,14,26,2,0,0,14,15,18,6-8,0.358,0.272
Hamilton College,NESCAC,2026,"Kaufman, Taylor",0.208,31-30,101,18,21,2,2,0,16,17,15,11-11,0.359,0.267
Hamilton College,NESCAC,2026,"Boynton, Chester",0.204,32-30,103,32,21,0,1,2,6,15,19,16-17,0.364,0.282
Hamilton College,NESCAC,2026,"Sullivan, Daniel",0.25,9-4,16,1,4,0,0,0,0,0,7,0-0,0.294,0.25
Hamilton College,NESCAC,2026,"Oyadomari, Noa",0.226,26-8,31,7,7,1,0,0,5,7,13,0-1,0.368,0.258
Hamilton College,NESCAC,2026,"Spadaccini, Edo",0.217,19-13,46,5,10,0,0,0,8,5,13,0-0,0.302,0.217
Hamilton College,NESCAC,2026,"Millington, Andrew",0.217,16-8,23,3,5,1,0,0,2,5,6,0-1,0.357,0.261
Hamilton College,NESCAC,2026,"Sticka, Nicholas",0.2,6-0,5,0,1,0,0,0,0,1,2,0-1,0.333,0.2
Hamilton College,NESCAC,2026,"Humphries, Sam",0.143,8-4,14,1,2,0,0,0,1,1,5,0-0,0.2,0.143
Hamilton College,NESCAC,2026,"Diaz, Jeremy",0.125,24-13,40,9,5,1,0,0,3,6,8,2-2,0.239,0.15
Hamilton College,NESCAC,2026,"Schmidt, Dillon",0.0,13-1,7,3,0,0,0,0,0,1,4,0-0,0.125,0.0
Hamilton College,NESCAC,2026,"Evers, Cooper",0.0,5-2,6,0,0,0,0,0,1,0,6,0-0,0.143,0.0
Hamilton College,NESCAC,2026,"Murray, Jake",0.0,4-2,5,0,0,0,0,0,0,0,2,0-0,0.0,0.0
Hamilton College,NESCAC,2026,"MacDonald, Jared",0.0,4-0,1,0,0,0,0,0,1,2,1,0-0,0.75,0.0
Hamilton College,NESCAC,2025,"Boynton, Chester",0.402,31-29,102,29,41,5,2,1,18,24,16,9-11,0.511,0.52
Hamilton College,NESCAC,2025,"DiCerbo, Gianni",0.398,28-28,83,18,33,5,4,2,20,15,20,1-4,0.514,0.627
Hamilton College,NESCAC,2025,"Boehm, Henry",0.375,26-19,64,10,24,4,2,0,16,12,5,2-3,0.488,0.5
Hamilton College,NESCAC,2025,"Kopp, Greg",0.333,28-28,96,14,32,6,1,0,26,16,11,4-4,0.415,0.417
Hamilton College,NESCAC,2025,"Rada, Alfonso",0.288,25-21,66,11,19,7,1,1,11,7,15,1-3,0.365,0.47
Hamilton College,NESCAC,2025,"Tallarida, Michael",0.283,30-30,92,22,26,7,0,5,20,24,32,3-3,0.452,0.522
Hamilton College,NESCAC,2025,"Righter, Ethan",0.261,30-30,88,21,23,1,2,2,17,15,17,6-9,0.374,0.386
Hamilton College,NESCAC,2025,"Herman, Lucas",0.259,31-26,81,12,21,6,0,0,19,15,14,2-2,0.378,0.333
Hamilton College,NESCAC,2025,"Diaz, Jeremy",0.229,27-18,48,18,11,2,0,0,6,14,17,2-2,0.413,0.271
Hamilton College,NESCAC,2025,"Perkins, Quinn",0.2,26-15,45,15,9,1,0,0,8,12,11,3-4,0.438,0.222
Hamilton College,NESCAC,2025,"Kaufman, Taylor",0.438,5-5,16,8,7,3,1,1,7,3,2,5-5,0.571,0.938
Hamilton College,NESCAC,2025,"Humphries, Sam",0.368,20-5,19,6,7,1,1,0,3,6,5,3-3,0.538,0.526
Hamilton College,NESCAC,2025,"Friedrich, Louis",0.171,16-13,41,7,7,1,0,1,7,5,11,2-2,0.265,0.268
Hamilton College,NESCAC,2025,"Schmidt, Dillon",0.158,23-3,19,3,3,1,0,0,1,3,7,2-2,0.304,0.211
Hamilton College,NESCAC,2025,"Chambers, Carter",0.139,20-10,36,8,5,2,1,0,4,5,12,3-5,0.354,0.25
Hamilton College,NESCAC,2025,"Millington, Andrew",0.091,10-2,11,2,1,1,0,0,1,2,5,0-0,0.231,0.182
Hamilton College,NESCAC,2025,"Rix, Kenny",0.077,13-1,13,0,1,0,0,0,0,2,5,0-0,0.2,0.077
Hamilton College,NESCAC,2025,"Sticka, Nicholas",0.0,5-0,2,2,0,0,0,0,0,0,1,1-1,0.0,0.0
Hamilton College,NESCAC,2025,"MacDonald, Jared",0.0,3-0,2,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Hamilton College,NESCAC,2025,"Castillo, Carlos",0.0,4-0,1,0,0,0,0,0,0,1,1,0-0,0.5,0.0
Hamilton College,NESCAC,2025,"Lortie, Jared",0.0,3-0,1,0,0,0,0,0,0,0,1,0-0,0.5,0.0
Hamilton College,NESCAC,2025,"Tyler, Henry",0.0,12-2,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Hamilton College,NESCAC,2025,"Angeles, Rafael",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Hamilton College,NESCAC,2024,"Sattinger, Jackson",0.436,27-26,94,28,41,5,2,7,32,14,16,16-17,0.517,0.755
Hamilton College,NESCAC,2024,"O'Brien, Charlie",0.347,24-21,75,21,26,10,1,5,22,4,17,4-6,0.432,0.707
Hamilton College,NESCAC,2024,"Tallarida, Michael",0.347,22-22,72,13,25,5,2,7,23,11,19,1-1,0.43,0.764
Hamilton College,NESCAC,2024,"Kopp, Greg",0.337,28-26,98,21,33,7,0,1,18,17,7,3-4,0.432,0.439
Hamilton College,NESCAC,2024,"Griffin, Jack",0.337,26-25,83,14,28,3,3,1,27,9,15,6-6,0.422,0.482
Hamilton College,NESCAC,2024,"Kaufman, Taylor",0.323,28-26,99,34,32,11,1,1,15,11,14,20-21,0.434,0.485
Hamilton College,NESCAC,2024,"Dux, Shane",0.316,27-26,95,22,30,8,1,0,22,17,5,4-4,0.432,0.421
Hamilton College,NESCAC,2024,"Rada, Alfonso",0.256,26-25,82,17,21,2,0,1,13,9,16,3-5,0.347,0.317
Hamilton College,NESCAC,2024,"Johns, Jackson",0.239,28-26,88,21,21,3,0,1,12,9,18,5-6,0.343,0.307
